report_id,date,house,source_pdf,series_id,company_raw,company,company_type,facility_raw,ownership_type,jv_name_raw,jv_partner_raw,capacity_basis,market,application,system_type,geography_raw,geography,parent_geography,geography_level,metric,metric_raw,fy,period,value,unit,raw_value,raw_unit,time_basis,as_of_date,value_type,basis,scope_note,source_owner,source_kind,extraction_method,value_precision,source_page
2023-07-06_대신증권_산업,2023-07-06,대신증권,inbox/대신증권_전자장비와기기_K배터리 목표시총 400조_20230706.pdf,p57_tennessee_gm_jv2,LG에너지솔루션,LGES,배터리셀,테네시(GM JV 2),JV,GM JV 2,GM,총설비,합계,전체,,테네시,미국,북미,국가,생산능력,생산능력,2025,FY,50,GWh,50,GWh,연환산생산능력,,추정,2025년 연말 생산능력 전망,미국 내 연말 CAPA 전망. 0GWh도 가동 전 상태를 나타내는 원문 값으로 보존.,대신증권,증권사추정,표,정확,57
2023-07-06_대신증권_산업,2023-07-06,대신증권,inbox/대신증권_전자장비와기기_K배터리 목표시총 400조_20230706.pdf,p57_tennessee_gm_jv2,LG에너지솔루션,LGES,배터리셀,테네시(GM JV 2),JV,GM JV 2,GM,총설비,합계,전체,,테네시,미국,북미,국가,생산능력,생산능력,2026,FY,50,GWh,50,GWh,연환산생산능력,,추정,2026년 연말 생산능력 전망,미국 내 연말 CAPA 전망. 0GWh도 가동 전 상태를 나타내는 원문 값으로 보존.,대신증권,증권사추정,표,정확,57
2023-07-06_대신증권_산업,2023-07-06,대신증권,inbox/대신증권_전자장비와기기_K배터리 목표시총 400조_20230706.pdf,p57_michigan_gm_jv3,LG에너지솔루션,LGES,배터리셀,미시간(GM JV 3),JV,GM JV 3,GM,총설비,합계,전체,,미시간,미국,북미,국가,생산능력,생산능력,2023,FY,0,GWh,0,GWh,연환산생산능력,,추정,2023년 연말 생산능력 전망,미국 내 연말 CAPA 전망. 0GWh도 가동 전 상태를 나타내는 원문 값으로 보존.,대신증권,증권사추정,표,정확,57
2023-07-06_대신증권_산업,2023-07-06,대신증권,inbox/대신증권_전자장비와기기_K배터리 목표시총 400조_20230706.pdf,p57_michigan_gm_jv3,LG에너지솔루션,LGES,배터리셀,미시간(GM JV 3),JV,GM JV 3,GM,총설비,합계,전체,,미시간,미국,북미,국가,생산능력,생산능력,2024,FY,0,GWh,0,GWh,연환산생산능력,,추정,2024년 연말 생산능력 전망,미국 내 연말 CAPA 전망. 0GWh도 가동 전 상태를 나타내는 원문 값으로 보존.,대신증권,증권사추정,표,정확,57
2023-07-06_대신증권_산업,2023-07-06,대신증권,inbox/대신증권_전자장비와기기_K배터리 목표시총 400조_20230706.pdf,p57_michigan_gm_jv3,LG에너지솔루션,LGES,배터리셀,미시간(GM JV 3),JV,GM JV 3,GM,총설비,합계,전체,,미시간,미국,북미,국가,생산능력,생산능력,2025,FY,50,GWh,50,GWh,연환산생산능력,,추정,2025년 연말 생산능력 전망,미국 내 연말 CAPA 전망. 0GWh도 가동 전 상태를 나타내는 원문 값으로 보존.,대신증권,증권사추정,표,정확,57
2023-07-06_대신증권_산업,2023-07-06,대신증권,inbox/대신증권_전자장비와기기_K배터리 목표시총 400조_20230706.pdf,p57_michigan_gm_jv3,LG에너지솔루션,LGES,배터리셀,미시간(GM JV 3),JV,GM JV 3,GM,총설비,합계,전체,,미시간,미국,북미,국가,생산능력,생산능력,2026,FY,50,GWh,50,GWh,연환산생산능력,,추정,2026년 연말 생산능력 전망,미국 내 연말 CAPA 전망. 0GWh도 가동 전 상태를 나타내는 원문 값으로 보존.,대신증권,증권사추정,표,정확,57
2023-07-06_대신증권_산업,2023-07-06,대신증권,inbox/대신증권_전자장비와기기_K배터리 목표시총 400조_20230706.pdf,p57_ohio_honda_jv,LG에너지솔루션,LGES,배터리셀,오하이오(Honda JV),JV,Honda JV,Honda,총설비,합계,전체,,오하이오,미국,북미,국가,생산능력,생산능력,2023,FY,0,GWh,0,GWh,연환산생산능력,,추정,2023년 연말 생산능력 전망,미국 내 연말 CAPA 전망. 0GWh도 가동 전 상태를 나타내는 원문 값으로 보존.,대신증권,증권사추정,표,정확,57
2023-07-06_대신증권_산업,2023-07-06,대신증권,inbox/대신증권_전자장비와기기_K배터리 목표시총 400조_20230706.pdf,p57_ohio_honda_jv,LG에너지솔루션,LGES,배터리셀,오하이오(Honda JV),JV,Honda JV,Honda,총설비,합계,전체,,오하이오,미국,북미,국가,생산능력,생산능력,2024,FY,0,GWh,0,GWh,연환산생산능력,,추정,2024년 연말 생산능력 전망,미국 내 연말 CAPA 전망. 0GWh도 가동 전 상태를 나타내는 원문 값으로 보존.,대신증권,증권사추정,표,정확,57
2023-07-06_대신증권_산업,2023-07-06,대신증권,inbox/대신증권_전자장비와기기_K배터리 목표시총 400조_20230706.pdf,p57_ohio_honda_jv,LG에너지솔루션,LGES,배터리셀,오하이오(Honda JV),JV,Honda JV,Honda,총설비,합계,전체,,오하이오,미국,북미,국가,생산능력,생산능력,2025,FY,0,GWh,0,GWh,연환산생산능력,,추정,2025년 연말 생산능력 전망,미국 내 연말 CAPA 전망. 0GWh도 가동 전 상태를 나타내는 원문 값으로 보존.,대신증권,증권사추정,표,정확,57
2023-07-06_대신증권_산업,2023-07-06,대신증권,inbox/대신증권_전자장비와기기_K배터리 목표시총 400조_20230706.pdf,p57_ohio_honda_jv,LG에너지솔루션,LGES,배터리셀,오하이오(Honda JV),JV,Honda JV,Honda,총설비,합계,전체,,오하이오,미국,북미,국가,생산능력,생산능력,2026,FY,40,GWh,40,GWh,연환산생산능력,,추정,2026년 연말 생산능력 전망,미국 내 연말 CAPA 전망. 0GWh도 가동 전 상태를 나타내는 원문 값으로 보존.,대신증권,증권사추정,표,정확,57
2023-07-06_대신증권_산업,2023-07-06,대신증권,inbox/대신증권_전자장비와기기_K배터리 목표시총 400조_20230706.pdf,p57_arizona_cylindrical,LG에너지솔루션,LGES,배터리셀,애리조나(원통형),단독,,,총설비,합계,전체,,애리조나,미국,북미,국가,생산능력,생산능력,2023,FY,0,GWh,0,GWh,연환산생산능력,,추정,2023년 연말 생산능력 전망,미국 내 연말 CAPA 전망. 0GWh도 가동 전 상태를 나타내는 원문 값으로 보존.,대신증권,증권사추정,표,정확,57
2023-07-06_대신증권_산업,2023-07-06,대신증권,inbox/대신증권_전자장비와기기_K배터리 목표시총 400조_20230706.pdf,p57_arizona_cylindrical,LG에너지솔루션,LGES,배터리셀,애리조나(원통형),단독,,,총설비,합계,전체,,애리조나,미국,북미,국가,생산능력,생산능력,2024,FY,0,GWh,0,GWh,연환산생산능력,,추정,2024년 연말 생산능력 전망,미국 내 연말 CAPA 전망. 0GWh도 가동 전 상태를 나타내는 원문 값으로 보존.,대신증권,증권사추정,표,정확,57
2023-07-06_대신증권_산업,2023-07-06,대신증권,inbox/대신증권_전자장비와기기_K배터리 목표시총 400조_20230706.pdf,p57_arizona_cylindrical,LG에너지솔루션,LGES,배터리셀,애리조나(원통형),단독,,,총설비,합계,전체,,애리조나,미국,북미,국가,생산능력,생산능력,2025,FY,27,GWh,27,GWh,연환산생산능력,,추정,2025년 연말 생산능력 전망,미국 내 연말 CAPA 전망. 0GWh도 가동 전 상태를 나타내는 원문 값으로 보존.,대신증권,증권사추정,표,정확,57
2023-07-06_대신증권_산업,2023-07-06,대신증권,inbox/대신증권_전자장비와기기_K배터리 목표시총 400조_20230706.pdf,p57_arizona_cylindrical,LG에너지솔루션,LGES,배터리셀,애리조나(원통형),단독,,,총설비,합계,전체,,애리조나,미국,북미,국가,생산능력,생산능력,2026,FY,35,GWh,35,GWh,연환산생산능력,,추정,2026년 연말 생산능력 전망,미국 내 연말 CAPA 전망. 0GWh도 가동 전 상태를 나타내는 원문 값으로 보존.,대신증권,증권사추정,표,정확,57
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,inbox/IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,p87_michigan,LG에너지솔루션,LGES,배터리셀,Michigan(100%),단독,,,총설비,합계,전체,,Michigan,미국,북미,국가,생산능력,생산능력,2022,FY,5,GWh,5,GWh,연환산생산능력,,추정,2022년 연말 생산능력 전망,북미 배터리 CAPA. 괄호 지분율은 지배주주 귀속 추정에 사용되지만 이 행의 값은 총설비 기준.,IBK투자증권,증권사추정,표,정확,87
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,inbox/IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,p87_michigan,LG에너지솔루션,LGES,배터리셀,Michigan(100%),단독,,,총설비,합계,전체,,Michigan,미국,북미,국가,생산능력,생산능력,2023,FY,5,GWh,5,GWh,연환산생산능력,,추정,2023년 연말 생산능력 전망,북미 배터리 CAPA. 괄호 지분율은 지배주주 귀속 추정에 사용되지만 이 행의 값은 총설비 기준.,IBK투자증권,증권사추정,표,정확,87
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,inbox/IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,p87_michigan,LG에너지솔루션,LGES,배터리셀,Michigan(100%),단독,,,총설비,합계,전체,,Michigan,미국,북미,국가,생산능력,생산능력,2024,FY,5,GWh,5,GWh,연환산생산능력,,추정,2024년 연말 생산능력 전망,북미 배터리 CAPA. 괄호 지분율은 지배주주 귀속 추정에 사용되지만 이 행의 값은 총설비 기준.,IBK투자증권,증권사추정,표,정확,87
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,inbox/IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,p87_michigan,LG에너지솔루션,LGES,배터리셀,Michigan(100%),단독,,,총설비,합계,전체,,Michigan,미국,북미,국가,생산능력,생산능력,2025,FY,25,GWh,25,GWh,연환산생산능력,,추정,2025년 연말 생산능력 전망,북미 배터리 CAPA. 괄호 지분율은 지배주주 귀속 추정에 사용되지만 이 행의 값은 총설비 기준.,IBK투자증권,증권사추정,표,정확,87
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,inbox/IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,p87_michigan,LG에너지솔루션,LGES,배터리셀,Michigan(100%),단독,,,총설비,합계,전체,,Michigan,미국,북미,국가,생산능력,생산능력,2026,FY,26,GWh,26,GWh,연환산생산능력,,추정,2026년 연말 생산능력 전망,북미 배터리 CAPA. 괄호 지분율은 지배주주 귀속 추정에 사용되지만 이 행의 값은 총설비 기준.,IBK투자증권,증권사추정,표,정확,87
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,inbox/IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,p87_michigan,LG에너지솔루션,LGES,배터리셀,Michigan(100%),단독,,,총설비,합계,전체,,Michigan,미국,북미,국가,생산능력,생산능력,2027,FY,26,GWh,26,GWh,연환산생산능력,,추정,2027년 연말 생산능력 전망,북미 배터리 CAPA. 괄호 지분율은 지배주주 귀속 추정에 사용되지만 이 행의 값은 총설비 기준.,IBK투자증권,증권사추정,표,정확,87
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,inbox/IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,p87_michigan,LG에너지솔루션,LGES,배터리셀,Michigan(100%),단독,,,총설비,합계,전체,,Michigan,미국,북미,국가,생산능력,생산능력,2028,FY,26,GWh,26,GWh,연환산생산능력,,추정,2028년 연말 생산능력 전망,북미 배터리 CAPA. 괄호 지분율은 지배주주 귀속 추정에 사용되지만 이 행의 값은 총설비 기준.,IBK투자증권,증권사추정,표,정확,87
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,inbox/IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,p87_arizona,LG에너지솔루션,LGES,배터리셀,Arizona(100%),단독,,,총설비,합계,전체,,Arizona,미국,북미,국가,생산능력,생산능력,2025,FY,10,GWh,10,GWh,연환산생산능력,,추정,2025년 연말 생산능력 전망,북미 배터리 CAPA. 괄호 지분율은 지배주주 귀속 추정에 사용되지만 이 행의 값은 총설비 기준.,IBK투자증권,증권사추정,표,정확,87
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,inbox/IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,p87_arizona,LG에너지솔루션,LGES,배터리셀,Arizona(100%),단독,,,총설비,합계,전체,,Arizona,미국,북미,국가,생산능력,생산능력,2026,FY,25,GWh,25,GWh,연환산생산능력,,추정,2026년 연말 생산능력 전망,북미 배터리 CAPA. 괄호 지분율은 지배주주 귀속 추정에 사용되지만 이 행의 값은 총설비 기준.,IBK투자증권,증권사추정,표,정확,87
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,inbox/IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,p87_arizona,LG에너지솔루션,LGES,배터리셀,Arizona(100%),단독,,,총설비,합계,전체,,Arizona,미국,북미,국가,생산능력,생산능력,2027,FY,43,GWh,43,GWh,연환산생산능력,,추정,2027년 연말 생산능력 전망,북미 배터리 CAPA. 괄호 지분율은 지배주주 귀속 추정에 사용되지만 이 행의 값은 총설비 기준.,IBK투자증권,증권사추정,표,정확,87
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,inbox/IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,p87_arizona,LG에너지솔루션,LGES,배터리셀,Arizona(100%),단독,,,총설비,합계,전체,,Arizona,미국,북미,국가,생산능력,생산능력,2028,FY,43,GWh,43,GWh,연환산생산능력,,추정,2028년 연말 생산능력 전망,북미 배터리 CAPA. 괄호 지분율은 지배주주 귀속 추정에 사용되지만 이 행의 값은 총설비 기준.,IBK투자증권,증권사추정,표,정확,87
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,inbox/IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,p87_gm_jv1,LG에너지솔루션,LGES,배터리셀,GM JV 1(50%),JV,GM JV 1,GM,총설비,합계,전체,,북미,북미,글로벌,권역,생산능력,생산능력,2022,FY,10,GWh,10,GWh,연환산생산능력,,추정,2022년 연말 생산능력 전망,북미 배터리 CAPA. 괄호 지분율은 지배주주 귀속 추정에 사용되지만 이 행의 값은 총설비 기준.,IBK투자증권,증권사추정,표,정확,87
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,inbox/IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,p87_gm_jv1,LG에너지솔루션,LGES,배터리셀,GM JV 1(50%),JV,GM JV 1,GM,총설비,합계,전체,,북미,북미,글로벌,권역,생산능력,생산능력,2023,FY,25,GWh,25,GWh,연환산생산능력,,추정,2023년 연말 생산능력 전망,북미 배터리 CAPA. 괄호 지분율은 지배주주 귀속 추정에 사용되지만 이 행의 값은 총설비 기준.,IBK투자증권,증권사추정,표,정확,87
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,inbox/IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,p87_gm_jv1,LG에너지솔루션,LGES,배터리셀,GM JV 1(50%),JV,GM JV 1,GM,총설비,합계,전체,,북미,북미,글로벌,권역,생산능력,생산능력,2024,FY,40,GWh,40,GWh,연환산생산능력,,추정,2024년 연말 생산능력 전망,북미 배터리 CAPA. 괄호 지분율은 지배주주 귀속 추정에 사용되지만 이 행의 값은 총설비 기준.,IBK투자증권,증권사추정,표,정확,87
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,inbox/IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,p87_gm_jv1,LG에너지솔루션,LGES,배터리셀,GM JV 1(50%),JV,GM JV 1,GM,총설비,합계,전체,,북미,북미,글로벌,권역,생산능력,생산능력,2025,FY,40,GWh,40,GWh,연환산생산능력,,추정,2025년 연말 생산능력 전망,북미 배터리 CAPA. 괄호 지분율은 지배주주 귀속 추정에 사용되지만 이 행의 값은 총설비 기준.,IBK투자증권,증권사추정,표,정확,87
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,inbox/IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,p87_gm_jv1,LG에너지솔루션,LGES,배터리셀,GM JV 1(50%),JV,GM JV 1,GM,총설비,합계,전체,,북미,북미,글로벌,권역,생산능력,생산능력,2026,FY,40,GWh,40,GWh,연환산생산능력,,추정,2026년 연말 생산능력 전망,북미 배터리 CAPA. 괄호 지분율은 지배주주 귀속 추정에 사용되지만 이 행의 값은 총설비 기준.,IBK투자증권,증권사추정,표,정확,87
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,inbox/IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,p87_gm_jv1,LG에너지솔루션,LGES,배터리셀,GM JV 1(50%),JV,GM JV 1,GM,총설비,합계,전체,,북미,북미,글로벌,권역,생산능력,생산능력,2027,FY,40,GWh,40,GWh,연환산생산능력,,추정,2027년 연말 생산능력 전망,북미 배터리 CAPA. 괄호 지분율은 지배주주 귀속 추정에 사용되지만 이 행의 값은 총설비 기준.,IBK투자증권,증권사추정,표,정확,87
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,inbox/IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,p87_gm_jv1,LG에너지솔루션,LGES,배터리셀,GM JV 1(50%),JV,GM JV 1,GM,총설비,합계,전체,,북미,북미,글로벌,권역,생산능력,생산능력,2028,FY,40,GWh,40,GWh,연환산생산능력,,추정,2028년 연말 생산능력 전망,북미 배터리 CAPA. 괄호 지분율은 지배주주 귀속 추정에 사용되지만 이 행의 값은 총설비 기준.,IBK투자증권,증권사추정,표,정확,87
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,inbox/IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,p87_gm_jv2,LG에너지솔루션,LGES,배터리셀,GM JV 2(50%),JV,GM JV 2,GM,총설비,합계,전체,,북미,북미,글로벌,권역,생산능력,생산능력,2023,FY,10,GWh,10,GWh,연환산생산능력,,추정,2023년 연말 생산능력 전망,북미 배터리 CAPA. 괄호 지분율은 지배주주 귀속 추정에 사용되지만 이 행의 값은 총설비 기준.,IBK투자증권,증권사추정,표,정확,87
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,inbox/IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,p87_gm_jv2,LG에너지솔루션,LGES,배터리셀,GM JV 2(50%),JV,GM JV 2,GM,총설비,합계,전체,,북미,북미,글로벌,권역,생산능력,생산능력,2024,FY,25,GWh,25,GWh,연환산생산능력,,추정,2024년 연말 생산능력 전망,북미 배터리 CAPA. 괄호 지분율은 지배주주 귀속 추정에 사용되지만 이 행의 값은 총설비 기준.,IBK투자증권,증권사추정,표,정확,87
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,inbox/IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,p87_gm_jv2,LG에너지솔루션,LGES,배터리셀,GM JV 2(50%),JV,GM JV 2,GM,총설비,합계,전체,,북미,북미,글로벌,권역,생산능력,생산능력,2025,FY,50,GWh,50,GWh,연환산생산능력,,추정,2025년 연말 생산능력 전망,북미 배터리 CAPA. 괄호 지분율은 지배주주 귀속 추정에 사용되지만 이 행의 값은 총설비 기준.,IBK투자증권,증권사추정,표,정확,87
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,inbox/IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,p87_gm_jv2,LG에너지솔루션,LGES,배터리셀,GM JV 2(50%),JV,GM JV 2,GM,총설비,합계,전체,,북미,북미,글로벌,권역,생산능력,생산능력,2026,FY,50,GWh,50,GWh,연환산생산능력,,추정,2026년 연말 생산능력 전망,북미 배터리 CAPA. 괄호 지분율은 지배주주 귀속 추정에 사용되지만 이 행의 값은 총설비 기준.,IBK투자증권,증권사추정,표,정확,87
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,inbox/IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,p87_gm_jv2,LG에너지솔루션,LGES,배터리셀,GM JV 2(50%),JV,GM JV 2,GM,총설비,합계,전체,,북미,북미,글로벌,권역,생산능력,생산능력,2027,FY,50,GWh,50,GWh,연환산생산능력,,추정,2027년 연말 생산능력 전망,북미 배터리 CAPA. 괄호 지분율은 지배주주 귀속 추정에 사용되지만 이 행의 값은 총설비 기준.,IBK투자증권,증권사추정,표,정확,87
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,inbox/IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,p87_gm_jv2,LG에너지솔루션,LGES,배터리셀,GM JV 2(50%),JV,GM JV 2,GM,총설비,합계,전체,,북미,북미,글로벌,권역,생산능력,생산능력,2028,FY,50,GWh,50,GWh,연환산생산능력,,추정,2028년 연말 생산능력 전망,북미 배터리 CAPA. 괄호 지분율은 지배주주 귀속 추정에 사용되지만 이 행의 값은 총설비 기준.,IBK투자증권,증권사추정,표,정확,87
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,inbox/IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,p87_gm_jv3,LG에너지솔루션,LGES,배터리셀,GM JV 3(50%),JV,GM JV 3,GM,총설비,합계,전체,,북미,북미,글로벌,권역,생산능력,생산능력,2024,FY,10,GWh,10,GWh,연환산생산능력,,추정,2024년 연말 생산능력 전망,북미 배터리 CAPA. 괄호 지분율은 지배주주 귀속 추정에 사용되지만 이 행의 값은 총설비 기준.,IBK투자증권,증권사추정,표,정확,87
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,inbox/IBK투자증권_전자장비와기기_배터리 World War_20230912.pdf,p87_gm_jv3,LG에너지솔루션,LGES,배터리셀,GM JV 3(50%),JV,GM JV 3,GM,총설비,합계,전체,,북미,북미,글로벌,권역,생산능력,생산능력,2025,FY,25,GWh,25,GWh,연환산생산능력,,추정,2025년 연말 생산능력 전망,북미 배터리 CAPA. 괄호 지분율은 지배주주 귀속 추정에 사용되지만 이 행의 값은 총설비 기준.,IBK투자증권,증권사추정,표,정확,87
