report_id,date,house,origin_schema,legacy_row,series_id,market,application,system_type,geography_raw,geography,parent_geography,geography_level,metric,fy,period,value,value_prev,unit,value_type,series_class,subsegment_raw,basis,scope_note,source_owner,source_kind,extraction_method,value_precision,source_page
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,11,legacy_p60_0c54f7b67c,EV,전체,,글로벌,글로벌,,글로벌,판매대수,2033,FY,2771,,만대,추정,시장전체,,중국 제외 EV 출하량,,,원천불명,표,근사,60
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,12,legacy_p60_0c54f7b67c,EV,전체,,글로벌,글로벌,,글로벌,판매대수,2034,FY,3104,,만대,추정,시장전체,,중국 제외 EV 출하량,,,원천불명,표,근사,60
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,13,legacy_p60_0c54f7b67c,EV,전체,,글로벌,글로벌,,글로벌,판매대수,2035,FY,3444,,만대,추정,시장전체,,중국 제외 EV 출하량,,,원천불명,표,근사,60
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,14,legacy_p60_9741323904,EV,전체,,글로벌,글로벌,,글로벌,수요량,2023,FY,300,,GWh,추정,시장전체,,중국 제외 EV용 배터리 수요,,,원천불명,표,근사,60
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,15,legacy_p60_9741323904,EV,전체,,글로벌,글로벌,,글로벌,수요량,2024,FY,389,,GWh,추정,시장전체,,중국 제외 EV용 배터리 수요,,,원천불명,표,근사,60
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,16,legacy_p60_9741323904,EV,전체,,글로벌,글로벌,,글로벌,수요량,2025,FY,514,,GWh,추정,시장전체,,중국 제외 EV용 배터리 수요,,,원천불명,표,근사,60
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,17,legacy_p60_9741323904,EV,전체,,글로벌,글로벌,,글로벌,수요량,2026,FY,720,,GWh,추정,시장전체,,중국 제외 EV용 배터리 수요,,,원천불명,표,근사,60
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,18,legacy_p60_9741323904,EV,전체,,글로벌,글로벌,,글로벌,수요량,2027,FY,875,,GWh,추정,시장전체,,중국 제외 EV용 배터리 수요,,,원천불명,표,근사,60
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,19,legacy_p60_9741323904,EV,전체,,글로벌,글로벌,,글로벌,수요량,2028,FY,1078,,GWh,추정,시장전체,,중국 제외 EV용 배터리 수요,,,원천불명,표,근사,60
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,20,legacy_p60_9741323904,EV,전체,,글로벌,글로벌,,글로벌,수요량,2029,FY,1295,,GWh,추정,시장전체,,중국 제외 EV용 배터리 수요,,,원천불명,표,근사,60
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,21,legacy_p60_9741323904,EV,전체,,글로벌,글로벌,,글로벌,수요량,2030,FY,1492,,GWh,추정,시장전체,,중국 제외 EV용 배터리 수요,,,원천불명,표,근사,60
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,22,legacy_p60_9741323904,EV,전체,,글로벌,글로벌,,글로벌,수요량,2031,FY,1696,,GWh,추정,시장전체,,중국 제외 EV용 배터리 수요,,,원천불명,표,근사,60
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,23,legacy_p60_9741323904,EV,전체,,글로벌,글로벌,,글로벌,수요량,2032,FY,1957,,GWh,추정,시장전체,,중국 제외 EV용 배터리 수요,,,원천불명,표,근사,60
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,24,legacy_p60_9741323904,EV,전체,,글로벌,글로벌,,글로벌,수요량,2033,FY,2217,,GWh,추정,시장전체,,중국 제외 EV용 배터리 수요,,,원천불명,표,근사,60
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,25,legacy_p60_9741323904,EV,전체,,글로벌,글로벌,,글로벌,수요량,2034,FY,2483,,GWh,추정,시장전체,,중국 제외 EV용 배터리 수요,,,원천불명,표,근사,60
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,26,legacy_p60_9741323904,EV,전체,,글로벌,글로벌,,글로벌,수요량,2035,FY,2756,,GWh,추정,시장전체,,중국 제외 EV용 배터리 수요,,,원천불명,표,근사,60
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,27,legacy_p60_a97b59eccf,ESS,전체,,글로벌,글로벌,,글로벌,수요량,2023,FY,10,,GWh,추정,시장전체,,주택용 ESS 증분 수요,,,원천불명,표,근사,60
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,28,legacy_p60_a97b59eccf,ESS,전체,,글로벌,글로벌,,글로벌,수요량,2024,FY,26,,GWh,추정,시장전체,,주택용 ESS 증분 수요,,,원천불명,표,근사,60
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,29,legacy_p60_a97b59eccf,ESS,전체,,글로벌,글로벌,,글로벌,수요량,2025,FY,64,,GWh,추정,시장전체,,주택용 ESS 증분 수요,,,원천불명,표,근사,60
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,30,legacy_p60_a97b59eccf,ESS,전체,,글로벌,글로벌,,글로벌,수요량,2026,FY,128,,GWh,추정,시장전체,,주택용 ESS 증분 수요,,,원천불명,표,근사,60
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,31,legacy_p60_a97b59eccf,ESS,전체,,글로벌,글로벌,,글로벌,수요량,2027,FY,186,,GWh,추정,시장전체,,주택용 ESS 증분 수요,,,원천불명,표,근사,60
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,32,legacy_p60_a97b59eccf,ESS,전체,,글로벌,글로벌,,글로벌,수요량,2028,FY,198,,GWh,추정,시장전체,,주택용 ESS 증분 수요,,,원천불명,표,근사,60
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,33,legacy_p60_a97b59eccf,ESS,전체,,글로벌,글로벌,,글로벌,수요량,2029,FY,250,,GWh,추정,시장전체,,주택용 ESS 증분 수요,,,원천불명,표,근사,60
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,34,legacy_p60_a97b59eccf,ESS,전체,,글로벌,글로벌,,글로벌,수요량,2030,FY,256,,GWh,추정,시장전체,,주택용 ESS 증분 수요,,,원천불명,표,근사,60
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,35,legacy_p60_a97b59eccf,ESS,전체,,글로벌,글로벌,,글로벌,수요량,2031,FY,320,,GWh,추정,시장전체,,주택용 ESS 증분 수요,,,원천불명,표,근사,60
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,36,legacy_p60_a97b59eccf,ESS,전체,,글로벌,글로벌,,글로벌,수요량,2032,FY,384,,GWh,추정,시장전체,,주택용 ESS 증분 수요,,,원천불명,표,근사,60
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,37,legacy_p60_a97b59eccf,ESS,전체,,글로벌,글로벌,,글로벌,수요량,2033,FY,384,,GWh,추정,시장전체,,주택용 ESS 증분 수요,,,원천불명,표,근사,60
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,38,legacy_p60_a97b59eccf,ESS,전체,,글로벌,글로벌,,글로벌,수요량,2034,FY,448,,GWh,추정,시장전체,,주택용 ESS 증분 수요,,,원천불명,표,근사,60
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,39,legacy_p60_a97b59eccf,ESS,전체,,글로벌,글로벌,,글로벌,수요량,2035,FY,512,,GWh,추정,시장전체,,주택용 ESS 증분 수요,,,원천불명,표,근사,60
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,40,legacy_p60_1dbfd402dd,ESS,상업·산업용(C&I),,글로벌,글로벌,,글로벌,수요량,2023,FY,45,,GWh,추정,서브세그먼트,,산업용 ESS 증분 수요,,,원천불명,표,근사,60
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,41,legacy_p60_1dbfd402dd,ESS,상업·산업용(C&I),,글로벌,글로벌,,글로벌,수요량,2024,FY,97,,GWh,추정,서브세그먼트,,산업용 ESS 증분 수요,,,원천불명,표,근사,60
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,42,legacy_p60_1dbfd402dd,ESS,상업·산업용(C&I),,글로벌,글로벌,,글로벌,수요량,2025,FY,244,,GWh,추정,서브세그먼트,,산업용 ESS 증분 수요,,,원천불명,표,근사,60
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,43,legacy_p60_1dbfd402dd,ESS,상업·산업용(C&I),,글로벌,글로벌,,글로벌,수요량,2026,FY,487,,GWh,추정,서브세그먼트,,산업용 ESS 증분 수요,,,원천불명,표,근사,60
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,44,legacy_p60_1dbfd402dd,ESS,상업·산업용(C&I),,글로벌,글로벌,,글로벌,수요량,2027,FY,706,,GWh,추정,서브세그먼트,,산업용 ESS 증분 수요,,,원천불명,표,근사,60
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,45,legacy_p60_1dbfd402dd,ESS,상업·산업용(C&I),,글로벌,글로벌,,글로벌,수요량,2028,FY,755,,GWh,추정,서브세그먼트,,산업용 ESS 증분 수요,,,원천불명,표,근사,60
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,46,legacy_p60_1dbfd402dd,ESS,상업·산업용(C&I),,글로벌,글로벌,,글로벌,수요량,2029,FY,950,,GWh,추정,서브세그먼트,,산업용 ESS 증분 수요,,,원천불명,표,근사,60
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,47,legacy_p60_1dbfd402dd,ESS,상업·산업용(C&I),,글로벌,글로벌,,글로벌,수요량,2030,FY,999,,GWh,추정,서브세그먼트,,산업용 ESS 증분 수요,,,원천불명,표,근사,60
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,48,legacy_p60_1dbfd402dd,ESS,상업·산업용(C&I),,글로벌,글로벌,,글로벌,수요량,2031,FY,1218,,GWh,추정,서브세그먼트,,산업용 ESS 증분 수요,,,원천불명,표,근사,60
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,49,legacy_p60_1dbfd402dd,ESS,상업·산업용(C&I),,글로벌,글로벌,,글로벌,수요량,2032,FY,1462,,GWh,추정,서브세그먼트,,산업용 ESS 증분 수요,,,원천불명,표,근사,60
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,50,legacy_p60_1dbfd402dd,ESS,상업·산업용(C&I),,글로벌,글로벌,,글로벌,수요량,2033,FY,1462,,GWh,추정,서브세그먼트,,산업용 ESS 증분 수요,,,원천불명,표,근사,60
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,51,legacy_p60_1dbfd402dd,ESS,상업·산업용(C&I),,글로벌,글로벌,,글로벌,수요량,2034,FY,1705,,GWh,추정,서브세그먼트,,산업용 ESS 증분 수요,,,원천불명,표,근사,60
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,52,legacy_p60_1dbfd402dd,ESS,상업·산업용(C&I),,글로벌,글로벌,,글로벌,수요량,2035,FY,1949,,GWh,추정,서브세그먼트,,산업용 ESS 증분 수요,,,원천불명,표,근사,60
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,53,legacy_p60_837c012580,ESS,전체,,글로벌,글로벌,,글로벌,수요량,2023,FY,55,,GWh,추정,시장전체,,ESS 배터리 수요 합계(주택+산업),,,원천불명,표,근사,60
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,54,legacy_p60_837c012580,ESS,전체,,글로벌,글로벌,,글로벌,수요량,2024,FY,123,,GWh,추정,시장전체,,ESS 배터리 수요 합계(주택+산업),,,원천불명,표,근사,60
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,55,legacy_p60_837c012580,ESS,전체,,글로벌,글로벌,,글로벌,수요량,2025,FY,308,,GWh,추정,시장전체,,ESS 배터리 수요 합계(주택+산업),,,원천불명,표,근사,60
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,56,legacy_p60_837c012580,ESS,전체,,글로벌,글로벌,,글로벌,수요량,2026,FY,615,,GWh,추정,시장전체,,ESS 배터리 수요 합계(주택+산업),,,원천불명,표,근사,60
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,57,legacy_p60_837c012580,ESS,전체,,글로벌,글로벌,,글로벌,수요량,2027,FY,892,,GWh,추정,시장전체,,ESS 배터리 수요 합계(주택+산업),,,원천불명,표,근사,60
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,58,legacy_p60_837c012580,ESS,전체,,글로벌,글로벌,,글로벌,수요량,2028,FY,954,,GWh,추정,시장전체,,ESS 배터리 수요 합계(주택+산업),,,원천불명,표,근사,60
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,59,legacy_p60_837c012580,ESS,전체,,글로벌,글로벌,,글로벌,수요량,2029,FY,1200,,GWh,추정,시장전체,,ESS 배터리 수요 합계(주택+산업),,,원천불명,표,근사,60
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,60,legacy_p60_837c012580,ESS,전체,,글로벌,글로벌,,글로벌,수요량,2030,FY,1261,,GWh,추정,시장전체,,ESS 배터리 수요 합계(주택+산업),,,원천불명,표,근사,60
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,61,legacy_p60_837c012580,ESS,전체,,글로벌,글로벌,,글로벌,수요량,2031,FY,1538,,GWh,추정,시장전체,,ESS 배터리 수요 합계(주택+산업),,,원천불명,표,근사,60
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,62,legacy_p60_837c012580,ESS,전체,,글로벌,글로벌,,글로벌,수요량,2032,FY,1846,,GWh,추정,시장전체,,ESS 배터리 수요 합계(주택+산업),,,원천불명,표,근사,60
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,63,legacy_p60_837c012580,ESS,전체,,글로벌,글로벌,,글로벌,수요량,2033,FY,1846,,GWh,추정,시장전체,,ESS 배터리 수요 합계(주택+산업),,,원천불명,표,근사,60
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,64,legacy_p60_837c012580,ESS,전체,,글로벌,글로벌,,글로벌,수요량,2034,FY,2153,,GWh,추정,시장전체,,ESS 배터리 수요 합계(주택+산업),,,원천불명,표,근사,60
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,65,legacy_p60_837c012580,ESS,전체,,글로벌,글로벌,,글로벌,수요량,2035,FY,2461,,GWh,추정,시장전체,,ESS 배터리 수요 합계(주택+산업),,,원천불명,표,근사,60
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,79,legacy_p49_ec594f9297,EV,전체,,글로벌,글로벌,,글로벌,판매대수,2023,FY,1370,,만대,추정,시장전체,,중국 포함 글로벌 EV 출하량 전체,,,원천불명,표,근사,49
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,80,legacy_p49_ec594f9297,EV,전체,,글로벌,글로벌,,글로벌,판매대수,2024,FY,1740,,만대,추정,시장전체,,중국 포함 글로벌 EV 출하량 전체,,,원천불명,표,근사,49
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,81,legacy_p49_ec594f9297,EV,전체,,글로벌,글로벌,,글로벌,판매대수,2025,FY,2070,,만대,추정,시장전체,,중국 포함 글로벌 EV 출하량 전체,,,원천불명,표,근사,49
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,82,legacy_p49_ec594f9297,EV,전체,,글로벌,글로벌,,글로벌,판매대수,2026,FY,2405,,만대,추정,시장전체,,중국 포함 글로벌 EV 출하량 전체,,,원천불명,표,근사,49
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,83,legacy_p49_ec594f9297,EV,전체,,글로벌,글로벌,,글로벌,판매대수,2027,FY,2755,,만대,추정,시장전체,,중국 포함 글로벌 EV 출하량 전체,,,원천불명,표,근사,49
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,84,legacy_p49_ec594f9297,EV,전체,,글로벌,글로벌,,글로벌,판매대수,2028,FY,3135,,만대,추정,시장전체,,중국 포함 글로벌 EV 출하량 전체,,,원천불명,표,근사,49
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,85,legacy_p49_ec594f9297,EV,전체,,글로벌,글로벌,,글로벌,판매대수,2029,FY,3515,,만대,추정,시장전체,,중국 포함 글로벌 EV 출하량 전체,,,원천불명,표,근사,49
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,86,legacy_p49_ec594f9297,EV,전체,,글로벌,글로벌,,글로벌,판매대수,2030,FY,3895,,만대,추정,시장전체,,중국 포함 글로벌 EV 출하량 전체,,,원천불명,표,근사,49
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,87,legacy_p49_ec594f9297,EV,전체,,글로벌,글로벌,,글로벌,판매대수,2031,FY,4275,,만대,추정,시장전체,,중국 포함 글로벌 EV 출하량 전체,,,원천불명,표,근사,49
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,88,legacy_p49_ec594f9297,EV,전체,,글로벌,글로벌,,글로벌,판매대수,2032,FY,4750,,만대,추정,시장전체,,중국 포함 글로벌 EV 출하량 전체,,,원천불명,표,근사,49
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,89,legacy_p49_ec594f9297,EV,전체,,글로벌,글로벌,,글로벌,판매대수,2033,FY,5225,,만대,추정,시장전체,,중국 포함 글로벌 EV 출하량 전체,,,원천불명,표,근사,49
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,90,legacy_p49_ec594f9297,EV,전체,,글로벌,글로벌,,글로벌,판매대수,2034,FY,5700,,만대,추정,시장전체,,중국 포함 글로벌 EV 출하량 전체,,,원천불명,표,근사,49
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,91,legacy_p49_ec594f9297,EV,전체,,글로벌,글로벌,,글로벌,판매대수,2035,FY,6175,,만대,추정,시장전체,,중국 포함 글로벌 EV 출하량 전체,,,원천불명,표,근사,49
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,131,legacy_p49_7e318b3786,EV,전체,,글로벌,글로벌,,글로벌,침투율,2025,FY,25,,%,추정,시장전체,,당사 전기차 침투율 가정(자동차 시장 내),,,원천불명,표,근사,49
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,132,legacy_p49_315b98ff6f,EV,전체,,글로벌,글로벌,,글로벌,침투율,2030,FY,41,,%,추정,시장전체,,당사 전기차 침투율 가정(자본시장 눈높이 50%대비 보수적),,,원천불명,표,근사,49
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,133,legacy_p49_36027891d0,EV,전체,,글로벌,글로벌,,글로벌,침투율,2035,FY,65,,%,추정,시장전체,,당사 전기차 침투율 가정,,,원천불명,표,근사,49
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,138,legacy_p55_6a189c204e,EV,전체,,글로벌,글로벌,,글로벌,성장률,2030,FY,25,,%,추정,시장전체,,EV 배터리 수요 2022~2030 8년 CAGR,,,원천불명,표,근사,55
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,139,legacy_p55_a7dacc199d,ESS,전체,,글로벌,글로벌,,글로벌,성장률,2030,FY,27,,%,추정,시장전체,,ESS 배터리 수요 2022~2030 8년 CAGR,,,원천불명,표,근사,55
2023-05-23_SK증권_산업,2023-05-23,SK증권,demand_forecasts,142,legacy_p48_9a13b24db9,EV,전체,,글로벌(중국 외),글로벌,,글로벌,수요량,2030,FY,2999,,GWh,추정,서브세그먼트,,"본문 서술 수치. 동일 보고서의 상세 수급표(p.49, 1,492GWh)와 값이 상이하나 원문 그대로 수집",중국 제외,,원천불명,본문,근사,48
2023-07-06_대신증권_산업,2023-07-06,대신증권,demand_forecasts,3,legacy_p48_119c31743a,EV,전체,,중국,중국,글로벌,국가,수요량,2023,FY,418,,GWh,추정,시장전체,,"글로벌 EV 배터리 시장 추정(PHEV+BEV 기준, 지역별, 표44)",,,원천불명,표,근사,48
2023-07-06_대신증권_산업,2023-07-06,대신증권,demand_forecasts,4,legacy_p48_119c31743a,EV,전체,,중국,중국,글로벌,국가,수요량,2024,FY,544,,GWh,추정,시장전체,,"글로벌 EV 배터리 시장 추정(PHEV+BEV 기준, 지역별, 표44)",,,원천불명,표,근사,48
2023-07-06_대신증권_산업,2023-07-06,대신증권,demand_forecasts,5,legacy_p48_119c31743a,EV,전체,,중국,중국,글로벌,국가,수요량,2025,FY,631,,GWh,추정,시장전체,,"글로벌 EV 배터리 시장 추정(PHEV+BEV 기준, 지역별, 표44)",,,원천불명,표,근사,48
2023-07-06_대신증권_산업,2023-07-06,대신증권,demand_forecasts,6,legacy_p48_119c31743a,EV,전체,,중국,중국,글로벌,국가,수요량,2026,FY,715,,GWh,추정,시장전체,,"글로벌 EV 배터리 시장 추정(PHEV+BEV 기준, 지역별, 표44)",,,원천불명,표,근사,48
2023-07-06_대신증권_산업,2023-07-06,대신증권,demand_forecasts,7,legacy_p48_119c31743a,EV,전체,,중국,중국,글로벌,국가,수요량,2027,FY,783,,GWh,추정,시장전체,,"글로벌 EV 배터리 시장 추정(PHEV+BEV 기준, 지역별, 표44)",,,원천불명,표,근사,48
2023-07-06_대신증권_산업,2023-07-06,대신증권,demand_forecasts,8,legacy_p48_119c31743a,EV,전체,,중국,중국,글로벌,국가,수요량,2028,FY,881,,GWh,추정,시장전체,,"글로벌 EV 배터리 시장 추정(PHEV+BEV 기준, 지역별, 표44)",,,원천불명,표,근사,48
2023-07-06_대신증권_산업,2023-07-06,대신증권,demand_forecasts,9,legacy_p48_119c31743a,EV,전체,,중국,중국,글로벌,국가,수요량,2029,FY,992,,GWh,추정,시장전체,,"글로벌 EV 배터리 시장 추정(PHEV+BEV 기준, 지역별, 표44)",,,원천불명,표,근사,48
2023-07-06_대신증권_산업,2023-07-06,대신증권,demand_forecasts,10,legacy_p48_119c31743a,EV,전체,,중국,중국,글로벌,국가,수요량,2030,FY,1122,,GWh,추정,시장전체,,"글로벌 EV 배터리 시장 추정(PHEV+BEV 기준, 지역별, 표44)",,,원천불명,표,근사,48
2023-07-06_대신증권_산업,2023-07-06,대신증권,demand_forecasts,13,legacy_p48_f0e6a91c51,EV,전체,,유럽,유럽,글로벌,권역,수요량,2023,FY,158,,GWh,추정,시장전체,,"글로벌 EV 배터리 시장 추정(PHEV+BEV 기준, 지역별, 표44)",,,원천불명,표,근사,48
2023-07-06_대신증권_산업,2023-07-06,대신증권,demand_forecasts,14,legacy_p48_f0e6a91c51,EV,전체,,유럽,유럽,글로벌,권역,수요량,2024,FY,213,,GWh,추정,시장전체,,"글로벌 EV 배터리 시장 추정(PHEV+BEV 기준, 지역별, 표44)",,,원천불명,표,근사,48
2023-07-06_대신증권_산업,2023-07-06,대신증권,demand_forecasts,15,legacy_p48_f0e6a91c51,EV,전체,,유럽,유럽,글로벌,권역,수요량,2025,FY,283,,GWh,추정,시장전체,,"글로벌 EV 배터리 시장 추정(PHEV+BEV 기준, 지역별, 표44)",,,원천불명,표,근사,48
2023-07-06_대신증권_산업,2023-07-06,대신증권,demand_forecasts,16,legacy_p48_f0e6a91c51,EV,전체,,유럽,유럽,글로벌,권역,수요량,2026,FY,429,,GWh,추정,시장전체,,"글로벌 EV 배터리 시장 추정(PHEV+BEV 기준, 지역별, 표44)",,,원천불명,표,근사,48
2023-07-06_대신증권_산업,2023-07-06,대신증권,demand_forecasts,17,legacy_p48_f0e6a91c51,EV,전체,,유럽,유럽,글로벌,권역,수요량,2027,FY,539,,GWh,추정,시장전체,,"글로벌 EV 배터리 시장 추정(PHEV+BEV 기준, 지역별, 표44)",,,원천불명,표,근사,48
2023-07-06_대신증권_산업,2023-07-06,대신증권,demand_forecasts,18,legacy_p48_f0e6a91c51,EV,전체,,유럽,유럽,글로벌,권역,수요량,2028,FY,720,,GWh,추정,시장전체,,"글로벌 EV 배터리 시장 추정(PHEV+BEV 기준, 지역별, 표44)",,,원천불명,표,근사,48
2023-07-06_대신증권_산업,2023-07-06,대신증권,demand_forecasts,19,legacy_p48_f0e6a91c51,EV,전체,,유럽,유럽,글로벌,권역,수요량,2029,FY,939,,GWh,추정,시장전체,,"글로벌 EV 배터리 시장 추정(PHEV+BEV 기준, 지역별, 표44)",,,원천불명,표,근사,48
2023-07-06_대신증권_산업,2023-07-06,대신증권,demand_forecasts,20,legacy_p48_f0e6a91c51,EV,전체,,유럽,유럽,글로벌,권역,수요량,2030,FY,1169,,GWh,추정,시장전체,,"글로벌 EV 배터리 시장 추정(PHEV+BEV 기준, 지역별, 표44)",,,원천불명,표,근사,48
