report_id,date,house,company,segment,segment_std,fy,period,metric,value,unit,ampc_basis,source_page
2023-05-23_SK증권_산업,2023-05-23,SK증권,삼성SDI,ESS,ESS,2023,FY,매출,2795.8,십억원,excl,86
2023-05-23_SK증권_산업,2023-05-23,SK증권,삼성SDI,전사,전사,2026,FY,매출,45518,십억원,excl,20
2023-05-23_SK증권_산업,2023-05-23,SK증권,삼성SDI,전사,전사,2027,FY,매출,55643,십억원,excl,20
2023-05-23_SK증권_산업,2023-05-23,SK증권,삼성SDI,전사,전사,2028,FY,매출,63281,십억원,excl,20
2023-05-23_SK증권_산업,2023-05-23,SK증권,삼성SDI,전사,전사,2030,FY,매출,78476,십억원,excl,20
2023-05-23_SK증권_산업,2023-05-23,SK증권,SK온,배터리사업,배터리합계,2023,FY,매출,14685,십억원,excl,SKOn-1
2023-05-23_SK증권_산업,2023-05-23,SK증권,SK온,배터리사업,배터리합계,2023,FY,영업이익,-117,십억원,incl,SKOn-1
2023-05-23_SK증권_산업,2023-05-23,SK증권,SK온,배터리사업,배터리합계,2024,FY,매출,20799,십억원,excl,SKOn-1
2023-05-23_SK증권_산업,2023-05-23,SK증권,SK온,배터리사업,배터리합계,2024,FY,영업이익,1554,십억원,incl,SKOn-1
2023-05-23_SK증권_산업,2023-05-23,SK증권,SK온,배터리사업,배터리합계,2025,FY,매출,31833,십억원,excl,SKOn-1
2023-05-23_SK증권_산업,2023-05-23,SK증권,SK온,배터리사업,배터리합계,2025,FY,영업이익,3902,십억원,incl,SKOn-1
2023-05-23_SK증권_산업,2023-05-23,SK증권,SK온,배터리사업,배터리합계,2027,FY,순이익,3449,십억원,incl,SKOn-3
2023-05-23_SK증권_산업,2023-05-23,SK증권,SK온,배터리사업,배터리합계,2026,FY,매출,42891,십억원,excl,20
2023-05-23_SK증권_산업,2023-05-23,SK증권,SK온,배터리사업,배터리합계,2027,FY,매출,48957,십억원,excl,20
2023-05-23_SK증권_산업,2023-05-23,SK증권,SK온,배터리사업,배터리합계,2028,FY,매출,52726,십억원,excl,20
2023-05-23_SK증권_산업,2023-05-23,SK증권,SK온,배터리사업,배터리합계,2030,FY,매출,58153,십억원,excl,20
2023-05-23_SK증권_산업,2023-05-23,SK증권,포스코퓨처엠,전사,전사,2023,FY,매출,5187,십억원,excl,93
2023-05-23_SK증권_산업,2023-05-23,SK증권,포스코퓨처엠,전사,전사,2023,FY,영업이익,280,십억원,excl,93
2023-05-23_SK증권_산업,2023-05-23,SK증권,포스코퓨처엠,전사,전사,2024,FY,매출,7965,십억원,excl,93
2023-05-23_SK증권_산업,2023-05-23,SK증권,포스코퓨처엠,전사,전사,2024,FY,영업이익,572,십억원,excl,93
2023-05-23_SK증권_산업,2023-05-23,SK증권,포스코퓨처엠,에너지사업부,기타,2023,FY,매출,3798.9,십억원,excl,94
2023-05-23_SK증권_산업,2023-05-23,SK증권,코스모신소재,전사,전사,2023,FY,매출,815,십억원,excl,101
2023-05-23_SK증권_산업,2023-05-23,SK증권,코스모신소재,전사,전사,2023,FY,영업이익,34,십억원,excl,101
2023-05-23_SK증권_산업,2023-05-23,SK증권,코스모신소재,전사,전사,2024,FY,매출,1179,십억원,excl,101
2023-05-23_SK증권_산업,2023-05-23,SK증권,코스모신소재,전사,전사,2024,FY,영업이익,72,십억원,excl,101
2023-05-23_SK증권_산업,2023-05-23,SK증권,SK아이이테크놀로지,전사,전사,2023,FY,매출,748,십억원,excl,109
2023-05-23_SK증권_산업,2023-05-23,SK증권,SK아이이테크놀로지,전사,전사,2023,FY,영업이익,9,십억원,excl,109
2023-05-23_SK증권_산업,2023-05-23,SK증권,SK아이이테크놀로지,전사,전사,2024,FY,매출,1541,십억원,excl,109
2023-05-23_SK증권_산업,2023-05-23,SK증권,SK아이이테크놀로지,전사,전사,2024,FY,영업이익,160,십억원,excl,109
2023-05-23_SK증권_산업,2023-05-23,SK증권,솔루스첨단소재,전사,전사,2023,FY,매출,547,십억원,excl,123
2023-05-23_SK증권_산업,2023-05-23,SK증권,솔루스첨단소재,전사,전사,2023,FY,영업이익,-47,십억원,excl,123
2023-05-23_SK증권_산업,2023-05-23,SK증권,솔루스첨단소재,전사,전사,2024,FY,매출,679,십억원,excl,123
2023-05-23_SK증권_산업,2023-05-23,SK증권,솔루스첨단소재,전사,전사,2024,FY,영업이익,39,십억원,excl,123
2023-05-23_SK증권_산업,2023-05-23,SK증권,SKC,전사,전사,2023,FY,매출,3042,십억원,excl,131
2023-05-23_SK증권_산업,2023-05-23,SK증권,SKC,전사,전사,2023,FY,영업이익,29,십억원,excl,131
2023-05-23_SK증권_산업,2023-05-23,SK증권,SKC,2차전지소재(동박),기타,2023,FY,매출,1041,십억원,excl,130
2023-05-23_SK증권_산업,2023-05-23,SK증권,SKC,전사,전사,2024,FY,매출,3657,십억원,excl,131
2023-05-23_SK증권_산업,2023-05-23,SK증권,SKC,전사,전사,2024,FY,영업이익,274,십억원,excl,131
2023-05-23_SK증권_산업,2023-05-23,SK증권,LGES,자동차/EV,EV,2024,FY,매출,32523.5,십억원,excl,73
2023-05-23_SK증권_산업,2023-05-23,SK증권,LGES,ESS,ESS,2024,FY,매출,3230.7,십억원,excl,73
2023-05-23_SK증권_산업,2023-05-23,SK증권,LGES,소형,소형,2024,FY,매출,12684.2,십억원,excl,73
2023-05-23_SK증권_산업,2023-05-23,SK증권,LGES,전사,전사,2024,FY,AMPC,1687.5,십억원,na,73
2023-05-23_SK증권_산업,2023-05-23,SK증권,삼성SDI,중대형(EV+ESS),중대형,2024,FY,매출,13212.0,십억원,excl,86
2023-05-23_SK증권_산업,2023-05-23,SK증권,삼성SDI,EV,EV,2024,FY,매출,10878.4,십억원,excl,86
2023-05-23_SK증권_산업,2023-05-23,SK증권,삼성SDI,ESS,ESS,2024,FY,매출,2333.7,십억원,excl,86
2023-05-23_SK증권_산업,2023-05-23,SK증권,삼성SDI,소형,소형,2024,FY,매출,10044.0,십억원,excl,86
2023-05-23_SK증권_산업,2023-05-23,SK증권,삼성SDI,전자재료,전자재료,2024,FY,매출,2371.1,십억원,excl,86
2023-05-23_SK증권_산업,2023-05-23,SK증권,삼성SDI,전사,전사,2024,FY,AMPC,0.0,십억원,na,86
2023-05-23_SK증권_산업,2023-05-23,SK증권,SK온,배터리사업,배터리합계,2024,FY,AMPC,1002.4,십억원,na,SKOn-5
2023-05-23_SK증권_산업,2023-05-23,SK증권,SK온,배터리사업,배터리합계,2023,FY,AMPC,625.7,십억원,na,SKOn-5
2023-05-23_SK증권_산업,2023-05-23,SK증권,포스코퓨처엠,에너지사업부(양극재+음극재),기타,2024,FY,매출,6554.8,십억원,excl,94
2023-05-23_SK증권_산업,2023-05-23,SK증권,포스코퓨처엠,전사,전사,2025,FY,매출,11950.0,십억원,excl,93
2023-05-23_SK증권_산업,2023-05-23,SK증권,포스코퓨처엠,전사,전사,2025,FY,영업이익,948.0,십억원,excl,93
2023-05-23_SK증권_산업,2023-05-23,SK증권,코스모신소재,양극활물질,기타,2024,FY,매출,972.9,십억원,excl,102
2023-05-23_SK증권_산업,2023-05-23,SK증권,코스모신소재,전사,전사,2025,FY,매출,2002.0,십억원,excl,101
2023-05-23_SK증권_산업,2023-05-23,SK증권,코스모신소재,전사,전사,2025,FY,영업이익,135.0,십억원,excl,101
2023-05-23_SK증권_산업,2023-05-23,SK증권,SK아이이테크놀로지,LiBS(분리막),기타,2024,FY,매출,1539.8,십억원,excl,110
2023-05-23_SK증권_산업,2023-05-23,SK증권,SK아이이테크놀로지,전사,전사,2025,FY,매출,2108.0,십억원,excl,109
2023-05-23_SK증권_산업,2023-05-23,SK증권,SK아이이테크놀로지,전사,전사,2025,FY,영업이익,271.0,십억원,excl,109
2023-05-23_SK증권_산업,2023-05-23,SK증권,솔루스첨단소재,동박&전지박,기타,2024,FY,매출,548.3,십억원,excl,118
2023-05-23_SK증권_산업,2023-05-23,SK증권,솔루스첨단소재,전사,전사,2025,FY,매출,873.0,십억원,excl,117
2023-05-23_SK증권_산업,2023-05-23,SK증권,솔루스첨단소재,전사,전사,2025,FY,영업이익,56.0,십억원,excl,117
2023-05-23_SK증권_산업,2023-05-23,SK증권,SKC,2차전지 소재(동박),기타,2024,FY,매출,1528.0,십억원,excl,130
2023-05-23_SK증권_산업,2023-05-23,SK증권,SKC,전사,전사,2025,FY,매출,4320.0,십억원,excl,125
2023-05-23_SK증권_산업,2023-05-23,SK증권,SKC,전사,전사,2025,FY,영업이익,400.0,십억원,excl,125
2023-07-06_대신증권_산업,2023-07-06,대신증권,LGES,,기타,,,,,십억원,"AMPC 반영(셀 35불/kWh, 셀+모듈 45불/kWh)",52
2023-07-06_대신증권_산업,2023-07-06,대신증권,삼성SDI,,기타,,,,,십억원,AMPC 25년부터 실적 반영(자동차전지 중심),60
2023-07-06_대신증권_산업,2023-07-06,대신증권,SK온/SK이노베이션,,기타,,,,,,,25
2023-07-06_대신증권_산업,2023-07-06,대신증권,LGES,매출액,전사,2021,FY,매출,17852.0,십억원,excl,52
2023-07-06_대신증권_산업,2023-07-06,대신증권,LGES,영업이익,전사,2021,FY,영업이익,768.0,십억원,excl,52
2023-07-06_대신증권_산업,2023-07-06,대신증권,LGES,매출액,전사,2022,FY,매출,25599.0,십억원,excl,52
2023-07-06_대신증권_산업,2023-07-06,대신증권,LGES,영업이익,전사,2022,FY,영업이익,1214.0,십억원,excl,52
2023-07-06_대신증권_산업,2023-07-06,대신증권,LGES,매출액,전사,2023,FY,매출,38211.0,십억원,incl,54
2023-07-06_대신증권_산업,2023-07-06,대신증권,LGES,영업이익,전사,2023,FY,영업이익,3189.0,십억원,incl,54
2023-07-06_대신증권_산업,2023-07-06,대신증권,LGES,매출액,전사,2024,FY,매출,48329.0,십억원,incl,54
2023-07-06_대신증권_산업,2023-07-06,대신증권,LGES,영업이익,전사,2024,FY,영업이익,4960.0,십억원,incl,54
2023-07-06_대신증권_산업,2023-07-06,대신증권,LGES,매출액,전사,2025,FY,매출,61984.0,십억원,incl,52
2023-07-06_대신증권_산업,2023-07-06,대신증권,LGES,영업이익,전사,2025,FY,영업이익,7637.0,십억원,incl,52
2023-07-06_대신증권_산업,2023-07-06,대신증권,LGES,AMPC 세액공제분,전사,2023,FY,AMPC,787.0,십억원,na,57
2023-07-06_대신증권_산업,2023-07-06,대신증권,LGES,AMPC 세액공제분,전사,2024,FY,AMPC,1624.0,십억원,na,57
2023-07-06_대신증권_산업,2023-07-06,대신증권,LGES,AMPC 세액공제분,전사,2025,FY,AMPC,3144.0,십억원,na,57
2023-07-06_대신증권_산업,2023-07-06,대신증권,LGES,AMPC 세액공제분,전사,2026,FY,AMPC,5011.0,십억원,na,57
2023-07-06_대신증권_산업,2023-07-06,대신증권,LGES,중대형(EV+ESS),중대형,2022,FY,매출,16732.0,십억원,excl,54
2023-07-06_대신증권_산업,2023-07-06,대신증권,LGES,중대형(EV+ESS),중대형,2022,FY,영업이익,306.0,십억원,excl,54
2023-07-06_대신증권_산업,2023-07-06,대신증권,LGES,중대형(EV+ESS),중대형,2023,FY,매출,27121.0,십억원,excl,54
2023-07-06_대신증권_산업,2023-07-06,대신증권,LGES,중대형(EV+ESS),중대형,2023,FY,영업이익,1317.0,십억원,excl,54
2023-07-06_대신증권_산업,2023-07-06,대신증권,LGES,중대형(EV+ESS),중대형,2024,FY,매출,35629.0,십억원,excl,54
2023-07-06_대신증권_산업,2023-07-06,대신증권,LGES,중대형(EV+ESS),중대형,2024,FY,영업이익,2018.0,십억원,excl,54
2023-07-06_대신증권_산업,2023-07-06,대신증권,LGES,EV,EV,2022,FY,매출,14934.0,십억원,excl,54
2023-07-06_대신증권_산업,2023-07-06,대신증권,LGES,EV,EV,2023,FY,매출,25271.0,십억원,excl,54
2023-07-06_대신증권_산업,2023-07-06,대신증권,LGES,EV,EV,2024,FY,매출,33626.0,십억원,excl,54
2023-07-06_대신증권_산업,2023-07-06,대신증권,LGES,EV,EV,2024,FY,영업이익,1950.0,십억원,excl,54
2023-07-06_대신증권_산업,2023-07-06,대신증권,LGES,ESS,ESS,2024,FY,매출,2003.0,십억원,excl,54
2023-07-06_대신증권_산업,2023-07-06,대신증권,LGES,ESS,ESS,2024,FY,영업이익,68.0,십억원,excl,54
2023-07-06_대신증권_산업,2023-07-06,대신증권,LGES,소형전지,소형,2022,FY,매출,8866.0,십억원,excl,54
2023-07-06_대신증권_산업,2023-07-06,대신증권,LGES,소형전지,소형,2022,FY,영업이익,907.0,십억원,excl,54
2023-07-06_대신증권_산업,2023-07-06,대신증권,LGES,소형전지,소형,2023,FY,매출,11090.0,십억원,excl,54
2023-07-06_대신증권_산업,2023-07-06,대신증권,LGES,소형전지,소형,2023,FY,영업이익,1085.0,십억원,excl,54
2023-07-06_대신증권_산업,2023-07-06,대신증권,LGES,소형전지,소형,2024,FY,매출,12700.0,십억원,excl,54
2023-07-06_대신증권_산업,2023-07-06,대신증권,LGES,소형전지,소형,2024,FY,영업이익,1317.0,십억원,excl,54
2023-07-06_대신증권_산업,2023-07-06,대신증권,삼성SDI,매출액,전사,2021,FY,매출,13553.0,십억원,excl,60
2023-07-06_대신증권_산업,2023-07-06,대신증권,삼성SDI,영업이익,전사,2021,FY,영업이익,1068.0,십억원,excl,60
2023-07-06_대신증권_산업,2023-07-06,대신증권,삼성SDI,매출액,전사,2022,FY,매출,20124.0,십억원,excl,60
2023-07-06_대신증권_산업,2023-07-06,대신증권,삼성SDI,영업이익,전사,2022,FY,영업이익,1808.0,십억원,excl,60
2023-07-06_대신증권_산업,2023-07-06,대신증권,삼성SDI,매출액,전사,2023,FY,매출,23977.0,십억원,incl_unknown,62
2023-07-06_대신증권_산업,2023-07-06,대신증권,삼성SDI,영업이익,전사,2023,FY,영업이익,1964.0,십억원,incl_unknown,62
2023-07-06_대신증권_산업,2023-07-06,대신증권,삼성SDI,매출액,전사,2024,FY,매출,26897.0,십억원,incl_unknown,62
2023-07-06_대신증권_산업,2023-07-06,대신증권,삼성SDI,영업이익,전사,2024,FY,영업이익,2406.0,십억원,incl_unknown,62
2023-07-06_대신증권_산업,2023-07-06,대신증권,삼성SDI,매출액,전사,2025,FY,매출,33206.0,십억원,incl_unknown,60
2023-07-06_대신증권_산업,2023-07-06,대신증권,삼성SDI,영업이익,전사,2025,FY,영업이익,3364.0,십억원,incl_unknown,60
2023-07-06_대신증권_산업,2023-07-06,대신증권,삼성SDI,에너지(중대형+소형),배터리합계,2022,FY,매출,17566.0,십억원,excl,62
2023-07-06_대신증권_산업,2023-07-06,대신증권,삼성SDI,에너지(중대형+소형),배터리합계,2022,FY,영업이익,1254.0,십억원,excl,62
2023-07-06_대신증권_산업,2023-07-06,대신증권,삼성SDI,에너지(중대형+소형),배터리합계,2023,FY,매출,21521.0,십억원,incl_unknown,62
2023-07-06_대신증권_산업,2023-07-06,대신증권,삼성SDI,에너지(중대형+소형),배터리합계,2023,FY,영업이익,1603.0,십억원,incl_unknown,62
2023-07-06_대신증권_산업,2023-07-06,대신증권,삼성SDI,에너지(중대형+소형),배터리합계,2024,FY,매출,24245.0,십억원,incl_unknown,62
2023-07-06_대신증권_산업,2023-07-06,대신증권,삼성SDI,에너지(중대형+소형),배터리합계,2024,FY,영업이익,1952.0,십억원,incl_unknown,62
2023-07-06_대신증권_산업,2023-07-06,대신증권,삼성SDI,중대형전지,중대형,2022,FY,매출,10055.0,십억원,excl,62
2023-07-06_대신증권_산업,2023-07-06,대신증권,삼성SDI,중대형전지,중대형,2022,FY,영업이익,503.0,십억원,excl,62
2023-07-06_대신증권_산업,2023-07-06,대신증권,삼성SDI,중대형전지,중대형,2023,FY,매출,13265.0,십억원,incl_unknown,62
2023-07-06_대신증권_산업,2023-07-06,대신증권,삼성SDI,중대형전지,중대형,2023,FY,영업이익,821.0,십억원,incl_unknown,62
2023-07-06_대신증권_산업,2023-07-06,대신증권,삼성SDI,중대형전지,중대형,2024,FY,매출,15274.0,십억원,incl_unknown,62
2023-07-06_대신증권_산업,2023-07-06,대신증권,삼성SDI,중대형전지,중대형,2024,FY,영업이익,1047.0,십억원,incl_unknown,62
2023-07-06_대신증권_산업,2023-07-06,대신증권,삼성SDI,소형전지,소형,2022,FY,매출,7511.0,십억원,excl,62
2023-07-06_대신증권_산업,2023-07-06,대신증권,삼성SDI,소형전지,소형,2022,FY,영업이익,751.0,십억원,excl,62
2023-07-06_대신증권_산업,2023-07-06,대신증권,삼성SDI,소형전지,소형,2023,FY,매출,8256.0,십억원,incl_unknown,62
2023-07-06_대신증권_산업,2023-07-06,대신증권,삼성SDI,소형전지,소형,2023,FY,영업이익,782.0,십억원,incl_unknown,62
2023-07-06_대신증권_산업,2023-07-06,대신증권,삼성SDI,소형전지,소형,2024,FY,매출,8971.0,십억원,incl_unknown,62
2023-07-06_대신증권_산업,2023-07-06,대신증권,삼성SDI,소형전지,소형,2024,FY,영업이익,906.0,십억원,incl_unknown,62
2023-07-06_대신증권_산업,2023-07-06,대신증권,삼성SDI,전자재료,전자재료,2022,FY,매출,2558.0,십억원,excl,62
2023-07-06_대신증권_산업,2023-07-06,대신증권,삼성SDI,전자재료,전자재료,2022,FY,영업이익,554.0,십억원,excl,62
2023-07-06_대신증권_산업,2023-07-06,대신증권,삼성SDI,전자재료,전자재료,2023,FY,매출,2456.0,십억원,incl_unknown,62
2023-07-06_대신증권_산업,2023-07-06,대신증권,삼성SDI,전자재료,전자재료,2023,FY,영업이익,361.0,십억원,incl_unknown,62
2023-07-06_대신증권_산업,2023-07-06,대신증권,삼성SDI,전자재료,전자재료,2024,FY,매출,2652.0,십억원,incl_unknown,62
2023-07-06_대신증권_산업,2023-07-06,대신증권,삼성SDI,전자재료,전자재료,2024,FY,영업이익,454.0,십억원,incl_unknown,62
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,LGES,전사,전사,2021,FY,매출,17852,십억원,na,84
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,LGES,전사,전사,2022,FY,매출,25599,십억원,na,84
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,LGES,전사,전사,2023,FY,매출,34855,십억원,na,84
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,LGES,전사,전사,2024,FY,매출,42418,십억원,na,84
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,LGES,전사,전사,2025,FY,매출,60447,십억원,na,84
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,LGES,전사,전사,2021,FY,영업이익,768,십억원,incl,84
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,LGES,전사,전사,2022,FY,영업이익,1214,십억원,incl,84
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,LGES,전사,전사,2023,FY,영업이익,2619,십억원,incl,84
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,LGES,전사,전사,2024,FY,영업이익,4577,십억원,incl,84
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,LGES,전사,전사,2025,FY,영업이익,7970,십억원,incl,84
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,LGES,중대형,중대형,2022,FY,매출,16797,십억원,na,85
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,LGES,중대형,중대형,2023,FY,매출,24503,십억원,na,85
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,LGES,중대형,중대형,2024,FY,매출,29604,십억원,na,85
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,LGES,EV,EV,2022,FY,매출,15151,십억원,na,85
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,LGES,EV,EV,2023,FY,매출,22690,십억원,na,85
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,LGES,EV,EV,2024,FY,매출,27695,십억원,na,85
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,LGES,ESS,ESS,2022,FY,매출,1647,십억원,na,85
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,LGES,ESS,ESS,2023,FY,매출,1814,십억원,na,85
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,LGES,ESS,ESS,2024,FY,매출,1909,십억원,na,85
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,LGES,소형,소형,2022,FY,매출,8802,십억원,na,85
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,LGES,소형,소형,2023,FY,매출,10352,십억원,na,85
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,LGES,소형,소형,2024,FY,매출,12814,십억원,na,85
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,LGES,전사,전사,2023,FY,AMPC,704,십억원,na,87
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,LGES,전사,전사,2024,FY,AMPC,1623,십억원,na,87
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,LGES,전사,전사,2025,FY,AMPC,3300,십억원,na,87
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,LGES,전사,전사,2026,FY,AMPC,4842,십억원,na,87
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,LGES,전사,전사,2027,FY,AMPC,5625,십억원,na,87
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,LGES,전사,전사,2028,FY,AMPC,5625,십억원,na,87
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,삼성SDI,전사,전사,2021,FY,매출,13553,십억원,na,90
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,삼성SDI,전사,전사,2022,FY,매출,20124,십억원,na,90
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,삼성SDI,전사,전사,2023,FY,매출,23605,십억원,na,90
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,삼성SDI,전사,전사,2024,FY,매출,29080,십억원,na,90
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,삼성SDI,전사,전사,2025,FY,매출,36023,십억원,na,90
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,삼성SDI,전사,전사,2021,FY,영업이익,1068,십억원,na,90
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,삼성SDI,전사,전사,2022,FY,영업이익,1808,십억원,na,90
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,삼성SDI,전사,전사,2023,FY,영업이익,1906,십억원,na,90
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,삼성SDI,전사,전사,2024,FY,영업이익,3205,십억원,na,90
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,삼성SDI,전사,전사,2025,FY,영업이익,3959,십억원,na,90
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,삼성SDI,전지(배터리),배터리합계,2022,FY,매출,17566,십억원,na,91
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,삼성SDI,전지(배터리),배터리합계,2023,FY,매출,21267,십억원,na,91
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,삼성SDI,전지(배터리),배터리합계,2024,FY,매출,26714,십억원,na,91
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,삼성SDI,소형전지,소형,2022,FY,매출,7663,십억원,na,91
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,삼성SDI,소형전지,소형,2023,FY,매출,7928,십억원,na,91
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,삼성SDI,소형전지,소형,2024,FY,매출,9235,십억원,na,91
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,삼성SDI,EV,EV,2022,FY,매출,7628,십억원,na,91
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,삼성SDI,EV,EV,2023,FY,매출,10560,십억원,na,91
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,삼성SDI,EV,EV,2024,FY,매출,14359,십억원,na,91
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,삼성SDI,ESS,ESS,2022,FY,매출,2275,십억원,na,91
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,삼성SDI,ESS,ESS,2023,FY,매출,2778,십억원,na,91
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,삼성SDI,ESS,ESS,2024,FY,매출,3120,십억원,na,91
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,삼성SDI,전자재료,전자재료,2022,FY,매출,2558,십억원,na,91
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,삼성SDI,전자재료,전자재료,2023,FY,매출,2338,십억원,na,91
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,삼성SDI,전자재료,전자재료,2024,FY,매출,2366,십억원,na,91
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,삼성SDI,전사,전사,2025,FY,AMPC,600,십억원,na,90
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,삼성SDI,전사,전사,2026,FY,AMPC,900,십억원,na,90
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,삼성SDI,전사,전사,2027,FY,AMPC,1600,십억원,na,90
2023-09-12_IBK투자증권_산업,2023-09-12,IBK투자증권,LGES,전사,전사,2021,FY,매출,17852.0,십억원,na,84
